,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Product code,Product label,United States of America's exports to Belgium,United States of America's exports to Belgium,United States of America's exports to Belgium,Belgium's imports from world,Belgium's imports from world,Belgium's imports from world,Belgium's imports from world,United States of America's exports to world,United States of America's exports to world,United States of America's exports to world,United States of America's exports to world
1,Product code,Product label,Value in 2021,Value in 2022,Value in 2023,,Value in 2021,Value in 2022,Value in 2023,,Value in 2021,Value in 2022,Value in 2023
78,'20,"Preparations of vegetables, fruit, nuts or other parts of plants",5873,4045,2788,,2196507,2207274,2402815,,5005347,5385444,5442010
79,'09,"Coffee, tea, mat̩ and spices",8245,10173,2690,,1651860,2227006,1838568,,1096175,1489801,1481480
80,'58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,1756,1799,2592,,93137,94429,80548,,403747,414943,428342
81,'01,Live animals,3082,3837,2248,,647739,577126,628445,,1279591,1198281,1191003
82,'57,Carpets and other textile floor coverings,1370,1297,1796,,293236,244856,238897,,776609,777073,753219
83,'91,Clocks and watches and parts thereof,2584,1119,1311,,318183,340259,355395,,1519662,1656127,1790459
84,'06,"Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage",417,722,1242,,654686,484941,506181,,520814,535762,489733
85,'04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere ...",7747,6029,980,,4778617,5364852,5501074,,6483005,7910015,6661220
86,'41,Raw hides and skins (other than furskins) and leather,28,597,909,,76399,55794,45195,,1863084,1762333,1550763
87,'65,Headgear and parts thereof,1553,1506,880,,274191,305951,260249,,363053,520352,519846
88,'67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles ...,279,1449,657,,69161,78174,67921,,131555,159929,143078
89,'36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,369,1041,634,,48484,44309,54752,,656457,750935,878798
90,'52,Cotton,3359,1010,272,,221052,240147,198774,,7129541,10744033,7296980
91,'11,Products of the milling industry; malt; starches; inulin; wheat gluten,1610,501,242,,700301,664161,798244,,1045682,1150195,1197838
92,'51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",344,322,224,,57626,60729,55519,,61276,62325,62071
93,'66,"Umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof",15,5,218,,82143,81190,49589,,44899,57514,52977
94,'43,Furskins and artificial fur; manufactures thereof,170,76,148,,17677,12354,9026,,142967,122462,101152
95,'53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,35,190,114,,234039,265115,315084,,21699,23910,23615
96,'14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,85,34,94,,32747,45488,31994,,32506,31254,25974
97,'50,Silk,60,0,77,,4470,4262,4616,,5538,5445,6626
98,'46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",0,14,37,,52857,51820,37420,,27025,21764,31278
99,'45,Cork and articles of cork,16,10,0,,18281,17818,17043,,21103,26438,26842
